Pais|Aceites y grasas|Acuícola y pesquero|Agroindustrial|Agroquímicos|Artesanías|Artículos de hogar oficina hoteles e industrial|Autopartes|Avícola|Azúcar|Banano|Bebidas|Bovino|Cacao y sus derivados|Café|Calzado|Comunicación gráfica y editorial|Cosméticos y productos de aseo|Couriers|Cuero y manufacturas de cuero|Cárnico|Derivados del café|Dotación hospitalaria|Envases/Empaques|Farmacéutico|Flores y plantas vivas|Frutas y hortalizas frescas y procesadas|Instrumentos y aparatos|Joyeria y Bisuteria|Lácteos y sus derivados|Material Promocional|Materiales de construcción|Metalmecánica|Muebles y maderas|Objetos de arte, antigüedades y menajes|Otros agrícola|Otros pecuario|Otros servicios|Papel y cartón|Plástico y caucho|Porcino|Químico|Textiles y Confecciones|Vehículos y otros medios de transporte
Liberia|0.42248929|0.36079487|0.74712741|0.34836522|0.39825004|0.66105664|0.33904189|0.46784166|0.38799|0.36004996|0.35269418|0.82939911|0.27136323|0.24802035|0.4470087|0.50734228|0.41439414|0.57728052|0.32633051|0.54358351|0.28842312|0.33333504|0.37181455|0.34705436|0.23799741|0.37814045|0.26119894|0.4194158|0.48162466|0.36646634|0.34719729|0.78120923|0.32694662|0.34802195|0.32815176|0.42599574|0.51373225|0.41178858|0.21585566|0.49247974|0.2681874|0.40112349|0.28207582
Libia|0.46929315|0.41659892|0.3975161|0.39473748|0.44050205|0.46395048|0.40967864|0.52271789|0.39273903|0.55104762|0.55055642|0.6193065|0.33655|0.4014931|0.48983377|0.43870598|0.46166247|0.63006115|0.36990207|0.54966694|0.33664703|0.41580257|0.41999727|0.470128|0.2805033|0.41582733|0.47628573|0.4819057|0.52277225|0.41899705|0.47019097|0.44646198|0.37234712|0.40885791|0.43807125|0.47237849|0.56783468|0.46512187|0.3591871|0.5293898|0.44350728|0.34680498|0.46615085
Lituania|0.25961384|0.22463182|0.50658303|0.15189599|0.45806742|0.14346501|0.36652738|0.25928819|0.56054533|0.61833227|0.19308746|0.18807243|0.49682128|0.64905202|0.24553338|0.31903395|0.21124637|0.32604545|0.38505244|0.30913231|0.59409595|0.56517631|0.17419854|0.16928077|0.52148497|0.52652025|0.25780907|0.22381034|0.28744939|0.68468785|0.36134201|0.4283976|0.38244194|0.17616814|0.2230489|0.17869237|0.33379322|0.17169788|0.48302767|0.4109326|0.11337989|0.44680828|0.68716836
Luxemburgo|0.32323366|0.55117768|0.21256883|0.26660183|0.33842424|0.24945027|0.25642407|0.34159914|0.18741676|0.26422349|0.7687124|0.2802026|0.32975394|0.35565269|0.359236|0.46649677|0.32516333|0.40994591|0.23422641|0.38358086|0.21495456|0.28968146|0.2874136|0.25605038|0.15959243|0.27929509|0.21899128|0.74743468|0.356287|0.2530849|0.24578732|0.46589473|0.23026389|0.64672083|0.29232448|0.3207522|0.39470446|0.7747221|0.23092309|0.47308746|0.22711843|0.51168942|0.52484179
Líbano|0.12930927|0.13737853|0.24122858|0.14102051|0.18547186|0.44937313|0.45034826|0.16804811|0.39554268|0.13174576|0.12388763|0.89291489|0.40014637|0.53980321|0.20634156|0.24028683|0.52186018|0.23651055|0.46231911|0.35663721|0.075175315|0.12905447|0.38227275|0.14684772|0.35734954|0.45886898|0.12926956|0.58087325|0.18755984|0.39882621|0.42476168|0.25344056|0.61711657|0.5993495|0.6058476|0.16528687|0.23421116|0.16205987|0.43994349|0.40800539|0.43077731|0.44047904|0.49592808
Macao|0.26835388|0.20288518|0.17064834|0.21830755|0.20948151|0.16974588|0.17860216|0.27455282|0.21563011|0.21547398|0.25125128|0.27745259|0.18616739|0.58587247|0.29990882|0.18547161|0.25920504|0.34410912|0.18606913|0.29444343|0.44340083|0.1992965|0.24233191|0.22754484|0.13393751|0.20896524|0.14960358|0.44505277|0.30099583|0.21245146|0.16075233|0.14489107|0.20413929|0.1862711|0.24162364|0.70898497|0.34991425|0.26389337|0.18464011|0.24657845|0.16155675|0.12886876|0.19823487
Madagascar|0.31331012|0.20616683|0.53114498|0.27036467|0.18927225|0.22208402|0.70400751|0.30572787|0.31067908|0.2351872|0.26499572|0.22049196|0.35059127|0.049439833|0.31982645|0.253869|0.26230526|0.42552924|0.55883896|0.26920962|0.18852313|0.70565581|0.22093743|0.56329656|0.14716943|0.195033|0.17557445|0.2493607|0.28149825|0.1745109|0.55390811|0.4716326|0.21781051|0.22173226|0.17175204|0.22449902|0.31572041|0.28997692|0.59884518|0.14253476|0.24603079|0.22801651|0.21474719
Malasia|0.0|0.55683231|0.030125137|0.34300399|0.0|0.35393143|0.12775339|0.0|0.16362722|0.0|0.021216268|0.0|0.52394032|0.65305316|0.028368179|0.11269335|0.18547815|0.0|0.011976216|0.038742449|0.32701796|0.38550019|0.37813592|0.55893564|0.26891929|0.43489733|0.31237236|0.0|0.0041428814|0.24132404|0.34444761|0.40277654|0.0|0.013900467|0.043024402|0.55044824|0.0|0.36430079|0.3226184|0.084529102|0.27838382|0.06434495|0.13609497
Maldivas|0.072160408|0.0095836502|0.016473286|0.029844582|0.059571169|0.036353249|0.038004853|0.040932812|0.22688901|0.043487307|0.065237507|0.041468218|0.07715258|0.16342182|0.071965247|0.19942458|0.056988955|0.062627487|0.020388663|0.069406427|0.019879699|0.050850589|0.047413014|0.043141171|0.3309752|0.050318029|0.03244644|0.057220794|0.054127607|0.034025963|0.026802137|0.017049136|0.36067557|0.021508843|0.031862032|0.033825696|0.082247205|0.02911872|0.11561042|0.056482274|0.020665659|0.43138707|0.022177748
Malta|0.3035832|0.62978202|0.18719877|0.24142972|0.48334238|0.56580949|0.18171422|0.30849183|0.1570099|0.70167297|0.31001991|0.74328578|0.30474788|0.34221017|0.33615142|0.44717914|0.30291995|0.37174806|0.44311976|0.34752986|0.18245697|0.18933564|0.19427881|0.19425872|0.60128272|0.26543036|0.15259752|0.3223539|0.32579079|0.16765246|0.28784555|0.21184631|0.57485211|0.6303758|0.26292625|0.20659927|0.37086418|0.28200081|0.17031541|0.44595376|0.16935289|0.37459767|0.51347882
Malí|0.45086104|0.40943938|0.70138603|0.3975535|0.40540808|0.47823602|0.43261674|0.50466591|0.33657897|0.39235872|0.44739652|0.41201818|0.39600378|0.23169377|0.48588753|0.49906787|0.42907929|0.63401079|0.36686593|0.48746046|0.33985269|0.41216645|0.38539046|0.38987485|0.27763236|0.61824059|0.73440433|0.44208929|0.49138606|0.41492051|0.32759437|0.3381817|0.36935055|0.40544415|0.44128865|0.43248093|0.57186359|0.46183765|0.44371185|0.31332716|0.36070541|0.29339015|0.37624991
Marruecos|0.8413192|0.19038175|0.36112285|0.63915724|0.22555161|0.20694101|0.29433361|0.34790194|0.51749891|0.67297798|0.31584617|0.11483438|0.46986887|0.60747099|0.25587553|0.50316453|0.62436694|0.51467097|0.16058621|0.35055971|0.45978099|0.24949704|0.178105|0.23827958|0.41166157|0.18055031|0.18451238|0.72319293|0.32245472|0.23374587|0.16842806|0.24681023|0.1781939|0.39105624|0.66973376|0.2502012|0.47631368|0.31919152|0.68739784|0.26456156|0.59915966|0.41242993|0.61214709
Mauricio|0.18910976|0.11666021|0.38892239|0.10669231|0.22903338|0.11598988|0.15382391|0.1856439|0.02867952|0.15286112|0.18630502|0.27356476|0.22708371|0.17853417|0.24254355|0.21778706|0.22210923|0.22729084|0.28361508|0.29141873|0.11041304|0.17857084|0.20022154|0.15300533|0.080819696|0.19117695|0.23332611|0.54689902|0.27517861|0.13905957|0.1267156|0.097929001|0.14149998|0.11748585|0.14553833|0.22027624|0.25123471|0.15866691|0.12269281|0.31931415|0.10324459|0.52116722|0.13265887
Mauritania|0.41530398|0.35054389|0.48200691|0.40696186|0.41998461|0.38974598|0.37279963|0.53822255|0.69229645|0.40439355|0.4624151|0.58861816|0.2118364|0.26259229|0.50122499|0.51373363|0.44660985|0.65481234|0.38169938|0.50778526|0.35415193|0.42980522|0.41222921|0.69809246|0.29463005|0.41867593|0.36154234|0.46224135|0.52569693|0.43004203|0.38354883|0.30532575|0.38952225|0.42007452|0.44885856|0.45538428|0.58769882|0.4772011|0.49124876|0.33870146|0.61801183|0.30961019|0.39107138
Micronesia|0.34267017|0.27336133|0.21802023|0.27895123|0.31650886|0.26330113|0.23146296|0.35920259|0.27291709|0.27568769|0.3040655|0.35302976|0.23817976|0.18385175|0.36210045|0.23428181|0.32217017|0.45718649|0.24646565|0.39603752|0.22051242|0.3001129|0.29073155|0.26768112|0.16753215|0.27160925|0.22851397|0.32700196|0.37772322|0.27112675|0.6720103|0.16834714|0.24474849|0.2486915|0.30573729|0.31744021|0.42486805|0.32892495|0.22743592|0.33559847|0.24203372|0.22502498|0.25034696
Moldavia|0.4432641|0.38561082|0.30038881|0.37417179|0.41226402|0.33293831|0.32261574|0.49426275|0.37247193|0.37008971|0.34322929|0.45052952|0.3189224|0.31422579|0.40194836|0.40207052|0.43581086|0.6039964|0.31122768|0.53472233|0.31164008|0.36588609|0.3124176|0.36047131|0.53814739|0.38463855|0.67244464|0.44803178|0.49416071|0.3925553|0.63156986|0.26629668|0.3117559|0.37777868|0.4130584|0.43575022|0.54289472|0.4382579|0.30774289|0.50972718|0.31257123|0.27772841|0.35325742
Mongolia|0.26554653|0.2149508|0.17729634|0.18961778|0.27058327|0.21525854|0.55868632|0.28395659|0.19427854|0.2189678|0.2587474|0.23287138|0.11679681|0.38766164|0.31026882|0.069825158|0.27541426|0.2778101|0.13669077|0.30313003|0.47754365|0.18654402|0.24544656|0.19742844|0.35201389|0.21247706|0.46954879|0.26633856|0.26376468|0.22445653|0.20597062|0.63984716|0.19983283|0.16455522|0.21693607|0.2312825|0.35279465|0.24862725|0.40567738|0.25323814|0.14243785|0.15132429|0.19211268
Montenegro|0.41860884|0.3460446|0.27783695|0.32425469|0.38798928|0.3423568|0.34324735|0.43680239|0.63474476|0.73080635|0.35561308|0.40458885|0.24189699|0.21461448|0.44355738|0.43559116|0.42447349|0.50718111|0.32243517|0.45051152|0.27477685|0.37713671|0.38845056|0.32153001|0.60546803|0.33896053|0.2923736|0.41313171|0.36925164|0.36341068|0.35029355|0.27375656|0.32978445|0.29555732|0.38631654|0.38192767|0.51677519|0.41476941|0.31941587|0.2833147|0.31896883|0.53231496|0.32580855
Montserrat|0.49970481|0.3937299|0.36447501|0.44828388|0.46620688|0.43627483|0.45318669|0.57511556|0.76396477|0.43064237|0.45961216|0.49721277|0.33986202|0.25077987|0.54244667|0.56843299|0.4925611|0.73419756|0.43347859|0.61753762|0.3888064|0.48670387|0.46441811|0.40989712|0.32797599|0.40009588|0.39860746|0.4854185|0.58699077|0.49498048|0.49032319|0.3417657|0.43586317|0.47803158|0.48433885|0.44744968|0.64795262|0.51594198|0.39126325|0.61632657|0.40828502|0.38341969|0.42290109
Mozambique|0.33590621|0.23495662|0.69275802|0.37812734|0.28893009|0.26036811|0.59739298|0.36583233|0.24934024|0.2720277|0.46826819|0.3047393|0.71792746|0.088120863|0.35440126|0.3124001|0.65908802|0.49517635|0.25566101|0.33551949|0.22417106|0.29288036|0.28366998|0.30093452|0.17412458|0.23751098|0.5203073|0.29926789|0.34629834|0.28526545|0.21481508|0.58903748|0.26485091|0.37498516|0.25836092|0.28735864|0.30923027|0.34562176|0.40859979|0.18212983|0.51165473|0.19167881|0.21789189
Myanmar|0.21456215|0.12088499|0.19146429|0.17862441|0.15962464|0.10911578|0.12432502|0.19239993|0.4515093|0.12885642|0.15537433|0.80374694|0.013917073|0.02914165|0.15321124|0.19409741|0.17853144|0.23105472|0.090861022|0.21115872|0.09841767|0.1929418|0.16138831|0.15600836|0.093275636|0.15061158|0.10411902|0.1339702|0.2397517|0.1171706|0.15410236|0.30820525|0.11797719|0.20022517|0.16842255|0.18175802|0.2371819|0.19472954|0.10785626|0.10713601|0.55237573|0.24107896|0.45244843
México|0.99490881|0.74312693|0.75882852|0.94371665|0.90433848|0.85449189|0.8728261|0.45165259|0.58990371|0.42700565|0.75355452|0.532125|1.0|0.78935093|0.73383546|0.81270385|0.94348598|0.67134601|0.81697452|0.56073236|0.86512589|0.75118601|0.75254977|0.71122062|0.48668092|0.77647257|0.69644082|0.85917675|0.73224425|0.83741307|0.75399345|0.70868599|0.8344295|0.80872357|0.73882329|0.83904469|0.8994112|0.88270724|0.80195099|0.62809563|0.83817977|0.83299613|0.7142781
Nicaragua|0.48912027|0.6249091|0.82015884|0.83755887|0.70228744|0.84033442|0.91035515|0.60088891|0.26162583|0.47892994|0.61069596|0.5468353|0.74286127|0.33744144|0.80210841|0.86225921|0.85787183|0.75003326|0.65117884|0.62581748|0.71367985|0.86402345|0.81779498|0.8461386|0.54966772|0.66834855|0.85632312|0.7429949|0.55719227|0.71694082|0.80332893|0.823879|0.81101477|0.57374942|0.86183262|0.52825344|0.66314012|0.67218292|0.77198946|0.59847319|0.81822526|0.76749539|0.734312
Noruega|0.28444439|0.4421837|0.16760081|0.066788539|0.43664652|0.4608857|0.28121573|0.10935411|0.55127048|0.58403766|0.1386631|0.077992506|0.21469158|0.7921083|0.52615529|0.38905647|0.10174982|0.20812134|0.24970713|0.076272577|0.40234849|0.39258036|0.18191834|0.28220156|0.47661805|0.30274561|0.45970452|0.38019967|0.092198394|0.59106565|0.31280974|0.21904746|0.098226227|0.63971347|0.16497788|0.049462192|0.20603561|0.079731554|0.11236338|0.17051193|0.048294563|0.2057645|0.43009347
Nueva Zelanda|0.70416713|0.22097355|0.40952301|0.67647099|0.72194648|0.51190078|0.54147011|0.38939449|0.50270879|0.3017098|0.65080863|0.38003084|0.54311377|0.70837963|0.57159853|0.63983524|0.58993471|0.49182886|0.61010253|0.42676604|0.55867654|0.22761595|0.70682299|0.66771322|0.64448112|0.69786251|0.54743063|0.28142294|0.31354553|0.38562274|0.50660622|0.49682507|0.43212318|0.31828171|0.59994233|0.73932236|0.46421707|0.63318992|0.47647101|0.37845695|0.57456422|0.50294656|0.38069469
Níger|0.41168559|0.35723302|0.55393112|0.36108422|0.36694163|0.31784531|0.3038916|0.45492449|0.30599749|0.35341966|0.4134084|0.36928171|0.15533057|0.19085142|0.45116648|0.46314359|0.39563209|0.59029734|0.3387979|0.44016892|0.30477089|0.38121772|0.34973112|0.68803191|0.24266279|0.34323332|0.28259867|0.39794213|0.44968027|0.37520134|0.33851659|0.25868762|0.33889449|0.36135948|0.4053272|0.3855772|0.53325099|0.42430955|0.29179376|0.25606954|0.30947319|0.27167758|0.33996773
Omán|0.17593765|0.047914971|0.41287583|0.011754215|0.071629293|0.49431962|0.53413594|0.065017842|0.65650576|0.057508565|0.084437199|0.064731181|0.072671384|0.50462431|0.089329258|0.2438921|0.25006038|0.094257496|0.037593227|0.084477291|0.17860055|0.45718384|0.038963277|0.51808333|0.37096167|0.059722058|0.4510529|0.076797552|0.074259348|0.37120998|0.23684229|0.38552523|0.49827093|0.086988091|0.11734295|0.046150461|0.10680801|0.049768221|0.25341722|0.0499442|0.37080038|0.34153876|0.18172854
Pakistán|0.18489018|0.45728609|0.14641851|0.13509035|0.083441362|0.28677902|0.098662615|0.15675384|0.12831821|0.14538577|0.072391689|0.2489115|0.045808304|0.083927602|0.11888535|0.037190225|0.09807229|0.22393724|0.34811977|0.19064376|0.10140454|0.097061165|0.32266289|0.089663438|0.074355371|0.57677376|0.43199915|0.14951146|0.15940164|0.074082702|0.070945725|0.57263035|0.5077545|0.23450422|0.094999656|0.67825562|0.21859464|0.14550275|0.52994287|0.11288747|0.56780934|0.044273637|0.24031541
Palaos|0.048887625|0.014378073|0.0|0.0|0.044027448|0.005863863|0.020758642|0.019759383|0.22277379|0.019691767|0.03519915|0.018287644|0.19608554|0.15392785|0.051245432|0.06147249|0.030596521|0.027696343|0.0|0.035548355|0.0|0.033506256|0.027912818|0.022206061|0.0|0.02991939|0.0|0.032386351|0.024128202|0.0080166943|0.0|0.0045715561|0.031002559|0.0|0.0062643755|0.015141822|0.059420377|0.0050655352|0.0|0.20191512|0.0|0.0|0.0048121815
Palestina|0.40830871|0.34025577|0.62829018|0.30834797|0.37515378|0.33715546|0.33542442|0.44867188|0.34605262|0.34357363|0.39782602|0.42863053|0.29787904|0.28841487|0.43543255|0.35929441|0.34834036|0.55745935|0.27822202|0.49712467|0.27780968|0.37127772|0.36573344|0.33715901|0.23008665|0.35005164|0.28568143|0.4025242|0.45389208|0.3598929|0.33530992|0.22625601|0.64838111|0.33507058|0.37894481|0.39298213|0.50611413|0.40787804|0.28471318|0.47023702|0.30602503|0.57826674|0.32117128
Paraguay|0.79356408|0.49293995|0.72256637|0.8440249|0.71730983|0.8200568|0.79798251|0.63313395|0.57751894|0.51532972|0.7747333|0.51377076|0.73590899|0.40880919|0.71586823|0.87470484|0.79226679|0.79271293|0.68454212|0.64201969|0.79731667|0.85528076|0.80488527|0.81005067|0.39509624|0.76837552|0.86387956|0.69542813|0.60652488|0.78282142|0.83126426|0.85313207|0.76631773|0.59416664|0.49464524|0.75134939|0.69672763|0.74582535|0.76712406|0.63146335|0.84210569|0.72737527|0.70177448
Países Bajos|0.90507174|0.73502469|0.58377266|0.61608922|0.67278808|0.48483357|0.51000714|0.34473962|0.68152779|0.83124483|0.72274739|0.28614733|0.78432381|0.77951646|0.66528261|0.70651221|0.62862718|0.41893613|0.61492181|0.24212219|0.67776489|0.75503331|0.5754202|0.62361389|0.74810678|1.0|0.49783558|0.59724903|0.22276846|0.51831818|0.47792178|0.61515236|0.58827317|0.67433882|0.70549965|0.58670104|0.27169073|0.68194234|0.55106151|0.47894177|0.62759966|0.63862336|0.61682194
Perú|0.83515823|0.79445565|0.96919215|0.93788135|0.86827493|0.97415221|0.94424117|0.7439568|0.89198965|0.50152224|0.81063533|0.83595979|0.86229688|0.62750036|0.96102023|1.0|1.0|0.95664746|0.82690716|0.66365784|0.77661133|0.98371041|0.85825014|0.96168172|0.62329251|0.70915073|0.90699852|1.0|0.83791614|0.9208166|0.88908017|0.88927203|0.89856601|0.80009186|0.92353672|0.79330051|0.6732316|0.93812799|0.89608961|0.65704411|1.0|0.84425974|0.82953703
Polonia|0.28787956|0.75531328|0.44636935|0.49870956|0.49846578|0.38153893|0.35958064|0.29288113|0.64715242|0.82031047|0.58332574|0.20567083|0.42892414|0.63787997|0.24932694|0.30643636|0.5492897|0.35444403|0.4102667|0.32910657|0.70910859|0.5739578|0.45245838|0.16254741|0.7401737|0.59631193|0.42902941|0.19716284|0.16824798|0.48640674|0.32243589|0.37354493|0.51622182|0.66824317|0.65696204|0.54628044|0.2417365|0.56121397|0.46474719|0.43050247|0.66724324|0.51528639|0.24497524
Portugal|0.64656144|0.57360142|0.45515519|0.53381753|0.54487085|0.51991421|0.57613766|0.38313198|0.55672467|0.81276214|0.64582628|0.32572427|0.48625594|0.64253581|0.29361221|0.44182402|0.28986263|0.48119515|0.55608839|0.2972829|0.43272477|0.26446259|0.25277269|0.35412538|0.51417065|0.62212032|0.44716746|0.31726012|0.26042205|0.4432019|0.42895329|0.42396489|0.56663036|0.6169371|0.71736628|0.28448808|0.44160217|0.25149325|0.62303084|0.38406378|0.5150423|0.52447051|0.55323327
Qatar|0.060324706|0.20907149|0.20971869|0.034122746|0.55992538|0.026220502|0.35287392|0.049067408|0.24618027|0.54084069|0.045925081|0.70158863|0.14775847|0.55955207|0.077103421|0.26653385|0.54186726|0.072669096|0.50544471|0.0|0.40850019|0.3996942|0.23331293|0.10789596|0.39223963|0.69497395|0.37669814|0.34872937|0.0578302|0.039161917|0.45554757|0.23027396|0.41641524|0.52759218|0.39550221|0.0|0.090766184|0.35699698|0.53270894|0.0|0.06379316|0.40485001|0.33719093
Reino Unido|0.77598256|0.81594658|0.66320521|0.5775156|0.61683971|0.68297863|0.60327101|0.44423103|0.63003659|0.96814489|0.66255957|0.5422039|0.80251658|0.82114613|0.81123126|0.71476531|0.70034146|0.54322338|0.65434551|0.52438456|0.67268521|0.58072841|0.64063418|0.65069664|0.78016794|0.88791192|0.54036033|0.7350201|0.36299068|0.89432454|0.6106872|0.58229613|0.72520924|0.78913438|0.75156987|0.65741825|0.40779635|0.5889439|0.65295333|0.51874113|0.54162359|0.7518332|0.63258433
República Centroafricana|0.32638437|0.26748523|0.53997195|0.29118294|0.19218302|0.25301465|0.21518825|0.42782331|0.14359426|0.28184444|0.31880662|0.34959817|0.080893502|0.080696851|0.35065609|0.40525112|0.30913091|0.53608429|0.26272148|0.38661012|0.22846371|0.27725023|0.31633025|0.27244306|0.17956242|0.24353354|0.20128125|0.1581348|0.38052171|0.27735159|0.25504783|0.17136137|0.25875834|0.26713204|0.32220492|0.29879838|0.40053183|0.36021295|0.2076575|0.24267915|0.22331856|0.18715465|0.26805359
República Checa|0.21151941|0.74931812|0.46478915|0.60769045|0.23561385|0.40832925|0.50407737|0.30266768|0.54349589|0.55764908|0.63174069|0.2266703|0.55665368|0.5676527|0.27370733|0.35650444|0.20502552|0.36837342|0.46628189|0.34169424|0.49748379|0.66873139|0.56171149|0.36695421|0.77479237|0.59219611|0.35215938|0.228479|0.1747511|0.52355874|0.35386947|0.27657345|0.44776282|0.27301136|0.3012194|0.19831479|0.24794304|0.18521553|0.23431204|0.44290492|0.48719746|0.49929965|0.45867366
República Democratica del Congo|0.43981385|0.37672138|0.81047106|0.37071827|0.40886939|0.55422115|0.59393525|0.49084571|0.48017955|0.36665797|0.42406911|0.82022262|0.31548864|0.31086031|0.4594833|0.39865977|0.43237895|0.59722692|0.3432692|0.53128189|0.60991645|0.3890579|0.60830832|0.48399442|0.25224575|0.3812229|0.60225761|0.43638077|0.48798019|0.38906235|0.49843007|0.48610026|0.31830722|0.37162706|0.82993847|0.429593|0.53927296|0.43197405|0.45167786|0.50636709|0.42701668|0.42541599|0.34981859
República Dominicana|0.9173063|0.71410304|0.88116163|0.90385234|0.78329682|1.0|0.93978727|0.61795336|0.84009278|0.48586971|0.68323839|0.48279709|0.66837108|0.51334786|0.91525894|0.91697192|0.91298884|0.7579|0.76628196|0.92758715|0.65171045|0.85999012|0.80903745|0.87295896|0.75577712|0.83203351|0.80075943|0.82459801|0.78598082|0.87253547|0.85914481|0.8807078|0.90167493|0.73990846|0.87058747|0.82782531|0.82523417|0.9442634|0.83676744|0.54259187|0.88743591|0.8398999|0.76044464
Ruanda|0.1504226|0.10670944|0.076217793|0.12491088|0.1399028|0.35692155|0.11093545|0.13975325|0.066166781|0.12151721|0.15862307|0.099162117|0.12328023|0.067180306|0.16756701|0.35038048|0.12501749|0.20254745|0.10031667|0.15675658|0.081869602|0.13995177|0.11456189|0.12355605|0.060191751|0.11594985|0.33354989|0.12669006|0.1111466|0.10648344|0.50125951|0.45524389|0.39672744|0.1020727|0.12018444|0.1101895|0.19314685|0.13301626|0.092617422|0.17733061|0.07963635|0.081034608|0.10484879
Rumania|0.23506942|0.66547883|0.38499045|0.54840362|0.50155896|0.39658061|0.47961164|0.22937047|0.64159811|0.62202293|0.21245846|0.16878933|0.63582665|0.76987934|0.19597015|0.41208673|0.51510179|0.29941332|0.35200888|0.27912939|0.531811|0.53232843|0.52948046|0.14376315|0.68401778|0.6715588|0.40239561|0.65844166|0.25747263|0.294496|0.27067482|0.3119182|0.25126532|0.36838707|0.34991419|0.16253686|0.20327015|0.53657526|0.36832982|0.38122281|0.49943447|0.36508924|0.44922769
Rusia|0.38001674|0.58581424|0.43109384|0.58901674|0.58630931|0.68000829|0.52253282|0.40432447|0.75366896|0.76951641|0.78641069|1.0|0.66191095|0.67637098|0.52206457|0.17473796|0.65578747|0.51080722|0.56606084|0.44698185|0.65788513|0.54743385|0.47602147|0.51250052|0.69089556|0.78518599|0.45382214|0.26263303|0.81605798|0.79009962|0.47339445|0.47521725|0.47771043|0.38126472|0.67263758|0.67188156|0.47286481|0.24575211|0.4257738|0.42112923|0.58544582|0.64302742|0.63640583
San Cristóbal Y Nieves|0.51011997|0.46034217|0.66001463|0.45526266|0.39242697|0.74074304|0.46505743|0.58430004|0.76839906|0.4443177|0.50626653|0.5635289|0.64582449|0.30118281|0.78043711|0.56538117|0.50588113|0.70960379|0.73036778|0.606475|0.51928645|0.41854998|0.4691959|0.4434987|0.48943695|0.56600899|0.56603765|0.509951|0.59171188|0.47543484|0.65727848|0.46219403|0.7151584|0.5178287|0.57419175|0.4930259|0.63304919|0.51880944|0.54006284|0.62480748|0.42340782|0.69087237|0.41941741
San Marino|0.48585379|0.43821526|0.32421851|0.41956544|0.44837987|0.41192603|0.43537092|0.5527516|0.40358606|0.42059457|0.48154649|0.48600137|0.35572702|0.34708148|0.51528329|0.45495313|0.47258317|0.66489053|0.39737806|0.56614941|0.3606118|0.44610882|0.43058509|0.39648521|0.301651|0.42936641|0.37946957|0.49539393|0.53919798|0.44963223|0.39790392|0.4060767|0.39959964|0.4332962|0.46703973|0.48312518|0.59399605|0.48786134|0.37247828|0.55622488|0.38472342|0.37125587|0.40113997
Senegal|0.47309363|0.33139575|0.65286106|0.65225476|0.42718554|0.3998383|0.37679294|0.52937412|0.67155337|0.41443956|0.47532082|0.43202585|0.36550638|0.27521086|0.50878781|0.52097696|0.62039995|0.67465651|0.394517|0.51510692|0.36396822|0.4399032|0.40438223|0.72591954|0.30442309|0.40666455|0.63187701|0.46948081|0.51622665|0.44024941|0.35832638|0.65070707|0.35770547|0.49570245|0.39906806|0.46262565|0.60374022|0.48477632|0.60620189|0.35680044|0.52159309|0.31934497|0.60910952
Serbia|0.40440667|0.34301853|0.47762191|0.30502456|0.37031227|0.28972048|0.2898429|0.4402011|0.28674701|0.3396433|0.34675908|0.34633648|0.14443071|0.20801327|0.3699882|0.15653294|0.33000007|0.56107491|0.33022645|0.41426778|0.28199309|0.75852263|0.4407444|0.27590719|0.42914063|0.33465022|0.25268903|0.40555346|0.37406987|0.30955443|0.2937203|0.23302564|0.33361679|0.3418228|0.37554941|0.37324873|0.52203852|0.42006415|0.61677366|0.22068012|0.70016003|0.54959667|0.32887262
Seychelles|0.15772811|0.031563241|0.05612269|0.11465388|0.12030254|0.10550476|0.085510291|0.13682857|0.26511988|0.08321692|0.10746494|0.21156129|0.23034456|0.013333499|0.18051893|0.22103068|0.13587913|0.18720947|0.093829989|0.24954157|0.055940773|0.10066236|0.13210835|0.11315714|0.34862551|0.10395128|0.27309278|0.17089099|0.17802206|0.11228132|0.090525508|0.082607649|0.12140884|0.098071575|0.11410828|0.13036963|0.18943122|0.087104514|0.099575594|0.21345599|0.067303412|0.61002916|0.09788692
Sierra Leona|0.46648675|0.42469996|0.78745449|0.41045326|0.42341396|0.3627013|0.34641251|0.52556711|0.35476959|0.40786204|0.47142303|0.78585625|0.37867415|0.26599094|0.50479901|0.51717997|0.45007852|0.66165024|0.38792485|0.51126289|0.3575286|0.43329448|0.40061814|0.41333699|0.29799742|0.40285975|0.31793118|0.46568614|0.51239395|0.43632227|0.38699153|0.35541025|0.3929708|0.42351413|0.46084237|0.45882985|0.59686208|0.48078012|0.33531487|0.35033625|0.35407504|0.33872658|0.39454734
Singapur|0.22226125|0.71864033|0.4164086|0.054940943|0.10741077|0.36870015|0.49892724|0.14295185|0.49388981|0.60100198|0.59354049|0.12899694|0.58226597|0.70479453|0.40886235|0.10943637|0.3996979|0.14910471|0.52054507|0.18768795|0.5240736|0.49312681|0.25992721|0.46395063|0.53396165|0.64150119|0.23726128|0.10692918|0.44548246|0.63878024|0.40593216|0.36102426|0.68078452|0.56935233|0.678141|0.086209215|0.12594876|0.044894852|0.51583254|0.1883547|0.47031397|0.45014882|0.37251014
