Pais|Aceites y grasas|Acuícola y pesquero|Agroindustrial|Agroquímicos|Artesanías|Artículos de hogar oficina hoteles e industrial|Autopartes|Avícola|Azúcar|Banano|Bebidas|Bovino|Cacao y sus derivados|Café|Calzado|Comunicación gráfica y editorial|Cosméticos y productos de aseo|Couriers|Cuero y manufacturas de cuero|Cárnico|Derivados del café|Dotación hospitalaria|Envases/Empaques|Farmacéutico|Flores y plantas vivas|Frutas y hortalizas frescas y procesadas|Instrumentos y aparatos|Joyeria y Bisuteria|Lácteos y sus derivados|Material Promocional|Materiales de construcción|Metalmecánica|Muebles y maderas|Objetos de arte, antigüedades y menajes|Otros agrícola|Otros pecuario|Otros servicios|Papel y cartón|Plástico y caucho|Porcino|Químico|Textiles y Confecciones|Vehículos y otros medios de transporte
Liberia|0.1401155|0.19976547|0.1295356|0.12139555|0.17259765|0.14635046|0.16587758|0.37131807|0.19837445|0.16900077|0.16738141|0.23397455|0.11564103|0.082120009|0.21301922|0.091084488|0.10726848|0.12083159|0.16575253|0.27515888|0.12368935|0.077149853|0.11829904|0.10430002|0.081943758|0.10833587|0.11453232|0.1236559|0.13277732|0.11625539|0.22983658|0.20580544|0.13128993|0.083277665|0.17888993|0.21142507|0.10595779|0.098584726|0.10073546|0.35574353|0.15894561|0.13883984|0.72584283
Libia|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.019988893|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0
Lituania|0.83152235|0.84931839|0.80707908|0.8820917|0.82892752|0.85133934|0.81246829|0.82116878|0.63622177|0.73024285|0.92498052|0.73164284|0.7762804|0.73464239|0.84433937|0.55420232|0.86852437|0.68113077|0.82729053|0.92559099|0.94825637|0.77707481|0.81662929|0.79459047|0.92193604|0.83243269|0.79293549|0.75709963|0.88536119|0.81974864|0.88767588|0.8738724|0.88073051|0.68148863|0.71706378|0.7127353|0.79480278|0.88407075|0.81331593|0.93444347|0.81048846|0.8512705|0.88769543
Luxemburgo|0.65431809|0.8680824|0.97172558|0.7479285|0.93498909|0.88783908|0.75206792|0.94027871|0.72572553|0.83159548|1.0|0.90631419|0.89787102|0.6812849|0.86355275|0.96232402|0.6898551|0.76209807|0.75876766|1.0|1.0|0.76062691|0.78220356|0.6854918|0.92822355|0.95003033|0.72939682|0.82266992|1.0|0.82996559|0.99495924|0.91102856|0.8643955|0.82563639|0.80289757|0.83634585|0.87140316|0.91494423|0.96641254|0.81466854|0.74188054|0.79586887|1.0
Líbano|0.72379673|0.55751169|0.71771353|0.51283944|0.6562078|0.57481629|0.60470051|0.41541809|0.80199039|0.45858938|0.50097001|0.94152272|0.6618889|0.72062224|0.60905677|0.64023381|0.65508693|0.45706761|0.58405155|0.66315901|0.74584782|0.64879596|0.63294125|0.70735198|0.65729147|0.61265671|0.47719857|0.70292211|0.81558454|0.53579187|0.62015212|0.46034729|0.64532316|0.87377357|0.82921803|0.81959319|0.49874234|0.65516388|0.58133274|0.45070857|0.4952181|0.59299386|0.64669585
Macao|0.52096713|0.86155868|0.87297261|0.2898165|0.75039184|0.70635682|0.44565761|0.95636475|0.71029913|0.67098755|0.99721003|0.87657434|0.6895206|0.64369768|0.97993731|0.74012733|1.0|0.81522703|1.0|0.84027952|0.77223742|0.59888124|0.44267285|0.61800796|0.72519648|0.77033955|0.74559253|1.0|0.71736848|0.90553081|0.54929245|0.48520708|0.55865538|0.86306792|0.55980712|0.88008976|0.84145176|0.41642967|0.40748876|0.94878364|0.42464459|0.89546245|0.53322494
Madagascar|0.34846175|0.14363213|0.22987564|0.18615909|0.18207371|0.18567604|0.18340965|0.071392737|0.44278198|0.031384248|0.17982157|0.066107318|0.14855666|0.15533832|0.086653098|0.22444442|0.21449074|0.11420772|0.144251|0.19261557|0.14422216|0.15080911|0.25267139|0.24412957|0.068007126|0.085316777|0.1426865|0.16103399|0.18956342|0.12224163|0.16175915|0.14060159|0.10721999|0.3459124|0.18282527|0.077446036|0.20521352|0.31697679|0.22330725|0.085234009|0.1635759|0.37896889|0.14941871
Malasia|0.80470371|0.8031919|0.83677477|0.69507229|0.7000699|0.62104386|0.78069144|0.57394767|1.0|0.60999882|0.57860553|0.82661271|0.92837721|0.7644043|0.60160005|0.5675776|0.67085475|0.75772434|0.70080876|0.45526776|0.62377334|0.67861247|0.61299622|0.69612575|0.57416368|0.7655673|0.86719054|0.76868224|0.8687762|0.56547463|0.59240335|0.8859098|0.613828|0.81393009|0.82551503|0.80632317|0.6382311|0.91013098|0.94994783|0.56253886|0.87649632|0.54668367|0.64045477
Maldivas|0.60820603|0.65572369|0.68409002|0.40761089|0.81567407|0.76412404|0.4743655|0.92403245|0.72885531|0.68328416|0.77802145|0.84227479|0.71269715|0.73947263|0.54331839|0.75186926|0.6961509|0.61452496|0.56176555|0.75705457|0.76941633|0.65834141|0.56502008|0.48161048|0.68462187|0.90342295|0.57262123|0.52024126|0.94590163|0.72088468|0.80467731|0.49545473|0.75271183|0.52730209|0.59451324|0.74772578|0.59174073|0.39860976|0.42965174|0.61601424|0.44431949|0.51697236|0.55866098
Malta|0.55753899|0.77462137|0.77909005|0.43664527|0.74017096|0.74689484|0.60065055|0.78099442|0.79480791|0.78277898|0.84081852|0.86912984|0.76080215|0.55629945|0.72129619|0.73036313|0.72225928|0.75412655|0.72464919|0.9538486|0.78982931|0.61085409|0.72002047|0.7480365|0.75207508|0.7881617|0.70598233|0.8038159|0.8928231|0.71557873|0.7643218|0.56392491|0.72235584|0.90739197|0.61450708|0.69632673|0.7430675|0.85456461|0.63705564|0.77774799|0.64291835|0.6982196|0.95872104
Malí|0.13309526|0.33841065|0.3207655|0.24448237|0.21391276|0.11253585|0.23606732|0.14531612|0.17069423|0.21328889|0.20762637|0.14409377|0.17186077|0.20974264|0.16457549|0.11819743|0.1650023|0.25552109|0.086052932|0.18906552|0.25319979|0.13488288|0.26070696|0.26208743|0.092906862|0.14557025|0.19601911|0.22756246|0.20908506|0.13083746|0.1688983|0.20041253|0.097332984|0.17370979|0.14103281|0.11487085|0.087994128|0.11290559|0.12965149|0.19517815|0.15012151|0.1955052|0.21614872
Marruecos|0.79612172|0.58814299|0.75098586|0.54582506|0.6724894|0.72789431|0.84013313|0.49086475|0.98046541|0.70293319|0.60770214|0.61632526|0.69841468|0.83160734|0.65196627|0.70056158|0.69951844|0.82104051|0.70447695|0.58632338|0.59922242|0.72171801|0.73320109|0.63574719|0.79171348|0.60425997|0.72103918|0.62370592|0.72472084|0.63163781|0.80769563|0.73822993|0.74251759|0.55792618|0.88008714|0.71590817|0.59805942|0.81110036|0.79013073|0.3069962|0.75566971|0.84699392|0.7511214
Mauricio|0.47475004|0.61447692|0.5551796|0.42568988|0.42786628|0.48792359|0.40642387|0.23002136|0.49452439|0.15358329|0.42998934|0.61908579|0.55305481|0.31264865|0.52810323|0.53714901|0.55722576|0.29907906|0.47570211|0.64799631|0.51231414|0.39661431|0.54776478|0.44230169|0.37568447|0.5673697|0.42137247|0.45914429|0.69753665|0.56163824|0.47629836|0.35699415|0.4743979|0.46517035|0.49579129|0.62987673|0.47464254|0.48995093|0.41718629|0.36498609|0.36931133|0.47338727|0.37805271
Mauritania|0.48033488|0.0840296|0.1824906|0.28077725|0.11696365|0.12496044|0.28153482|0.42917919|0.77742946|0.27578667|0.13124321|0.13628618|0.15257646|0.35100532|0.18433754|0.15611273|0.1602557|0.1526988|0.1928972|0.091495134|0.1082145|0.11361501|0.18151304|0.29056069|0.11464763|0.39532089|0.13287236|0.08779151|0.59049541|0.12755454|0.19180265|0.32949919|0.14021172|0.092818573|0.39441508|0.049871739|0.032698166|0.14877863|0.16388822|0.15235777|0.15598771|0.12378161|0.30689859
Micronesia|0.21937807|0.6083771|0.5806455|0.21983019|0.38632587|0.44153959|0.31076026|0.73734987|0.56163394|0.17319897|0.56260693|0.51871276|0.26940492|0.14342821|0.34115523|0.6214484|0.2598637|0.54052186|0.34698746|0.77753985|0.52563733|0.42173189|0.2702975|0.2234852|0.16798003|0.37924483|0.36725909|0.27552313|0.38223124|0.47986439|0.38018069|0.33738446|0.46499678|0.37451118|0.40717712|0.29544234|0.26378784|0.23368955|0.29331911|0.65543664|0.24108398|0.4185887|0.44442019
Moldavia|0.32051229|0.6361798|0.63260496|0.73846686|0.59536946|0.64519167|0.53798944|0.64773244|0.29707056|0.62281579|0.57453108|0.38755879|0.64302593|0.50660819|0.60556298|0.66831499|0.6844039|0.4395169|0.66882718|0.60972387|0.64767909|0.58935463|0.67228591|0.60460186|0.749143|0.61725426|0.52913058|0.53192139|0.69326663|0.55882204|0.74347639|0.51318145|0.62617612|0.34284326|0.45535588|0.43192559|0.51438981|0.52531046|0.57269764|0.6944927|0.4411816|0.6496942|0.49365604
Mongolia|0.27990168|0.22041848|0.50285631|0.32083929|0.32069325|0.36367598|0.44196087|0.44810253|0.60564893|0.48434907|0.5555048|0.14106216|0.62613446|0.41057175|0.38942418|0.23596993|0.48837668|0.34163371|0.21883029|0.35397589|0.54997563|0.4438628|0.39109424|0.40291089|0.29691011|0.4505249|0.38068506|0.38647276|0.40419909|0.31698394|0.48249665|0.48934188|0.34017879|0.28356442|0.31789574|0.17665398|0.40212217|0.29547|0.27539992|0.45647448|0.27949691|0.2025594|0.57459295
Montenegro|0.42728877|0.5384624|0.67250526|0.39675468|0.60640526|0.63552159|0.42498803|0.65599585|0.48775977|0.61697412|0.63264203|0.79172152|0.69449013|0.50026983|0.63576233|0.50075102|0.60219872|0.29583064|0.52084219|0.7440635|0.57165933|0.43055809|0.52179927|0.51651037|0.71433681|0.62843984|0.40433675|0.50336385|0.65507913|0.60368007|0.7003274|0.43963063|0.6387471|0.50747186|0.36411113|0.533077|0.52037781|0.38380143|0.38372192|0.84186327|0.4513613|0.49332505|0.4813756
Montserrat|0.28843981|0.43423474|0.41127384|0.33101928|0.32695982|0.40944377|0.37585604|0.4229337|0.35195416|0.32079074|0.48662752|0.36417717|0.31030527|0.33448407|0.31168324|0.49303326|0.35157207|0.94302917|0.3400673|0.46724343|0.31271923|0.35326099|0.31537247|0.25095338|0.32876915|0.44766003|0.34349567|0.29467177|0.46723035|0.32733381|0.42460039|0.28002411|0.41465724|0.38841268|0.28474084|0.33139127|0.48527235|0.2694293|0.28590521|0.40052596|0.2980414|0.29769307|0.33361456
Mozambique|0.70075381|0.60452855|0.45898283|0.60577822|0.46712935|0.45706216|0.51049864|0.70610732|0.32266566|0.34109658|0.58394122|0.56570631|0.41865855|0.33777744|0.51960933|0.70572364|0.47808149|0.63925064|0.45089513|0.57456231|0.41696805|0.41519332|0.68005753|0.5491426|0.5294289|0.38326544|0.50736493|0.26911619|0.47933424|0.40959674|0.68116909|0.5863446|0.4701882|0.58023846|0.66297019|0.42799112|0.43028426|0.4554981|0.46956119|0.58789498|0.60038352|0.45217508|0.62160701
Myanmar|0.64159483|0.17483121|0.59891164|0.63535726|0.29452145|0.30774045|0.34813941|0.27598497|0.26188594|0.29251143|0.37291402|0.19697708|0.29461992|0.23475119|0.24501362|0.27572557|0.40120763|0.52088737|0.33554947|0.30406108|0.46230888|0.42571163|0.51827335|0.43350694|0.22618034|0.17443754|0.32995686|0.20497189|0.44015476|0.23379514|0.30090845|0.44373935|0.17932856|0.18356252|0.23424739|0.34213984|0.30962545|0.45011833|0.4950971|0.39730895|0.37676871|0.4596588|0.36777928
México|0.3007763|0.22727963|0.29337895|0.48295462|0.50306654|0.3888461|0.70829737|0.60921025|0.13996552|0.1345979|0.20486984|0.46757311|0.26314008|0.29998088|0.51497853|0.40841091|0.37947667|0.4968262|0.53361773|0.44116431|0.22891492|0.47861266|0.64533794|0.42453489|0.39889446|0.24302381|0.73499775|0.56688631|0.35786289|0.61341101|0.58796155|0.71933365|0.39196807|0.46891731|0.56549847|0.4934786|0.44750911|0.57211679|0.8049041|0.73661423|0.6898815|0.44374421|0.18022038
Nicaragua|0.42085356|0.25118652|0.53554893|0.62024701|0.23971435|0.50289762|0.39547187|0.43620133|0.14297299|0.23920402|0.42232257|0.18347447|0.36035788|0.10527135|0.41210061|0.4801107|0.57339334|0.37158042|0.4378373|0.50839663|0.2334094|0.43404776|0.70825434|0.55921668|0.33810252|0.26384059|0.46538615|0.59822166|0.25164708|0.37667671|0.37171951|0.36755997|0.30944693|0.30423427|0.52065951|0.23153529|0.41661456|0.54228795|0.39721489|0.54457915|0.40188286|0.63771647|0.26411474
Noruega|0.91778123|0.67819941|1.0|0.65985668|0.94000566|0.95438361|0.808043|0.56102002|0.84792328|0.74874842|0.8812601|0.72163939|0.8498286|0.78360826|0.890239|0.85861599|0.84079218|0.80839938|0.88325322|0.80940092|0.75798547|0.89119375|0.90417451|0.79931867|0.93623418|0.84524155|0.83963168|0.82626772|0.70967197|0.88207614|0.95394671|0.95068765|0.92355227|0.90138972|0.77149606|0.84767544|0.90288424|0.65987003|0.75854909|0.61216724|0.80225992|0.87205023|0.98878765
Nueva Zelanda|0.7696718|0.64606667|0.89424956|0.93785775|0.85415328|0.89170337|0.81560695|0.47193223|0.88398474|0.7563411|0.76195598|0.45180884|0.82770455|0.85459423|0.81048656|0.86740607|0.84560937|0.7735492|0.77073061|0.69456673|0.82846808|0.88253176|0.86141086|0.78045011|0.59253287|0.64269471|0.79963183|0.83832014|0.56534803|0.8740226|0.86314267|0.80558968|0.71577704|0.8367936|0.72066987|0.60219538|0.90919513|0.74983954|0.78692162|0.84720099|0.73480475|0.8392123|0.95479012
Níger|0.53019345|0.32348901|0.62793672|0.39383915|0.2979745|0.2836408|0.33114898|0.36490691|0.75327492|0.57160819|0.37880051|0.27816188|0.40816718|0.40163934|0.35677773|0.45476002|0.33914918|0.71108627|0.27025482|0.35805109|0.49712348|0.36295307|0.32382786|0.49037734|0.25369513|0.36671555|0.32280844|0.27218255|0.44333714|0.26778173|0.3552205|0.50087148|0.36758637|0.4463678|0.62041682|0.27576172|0.29332614|0.25884381|0.27237776|0.26841173|0.34214276|0.3498947|0.58979797
Omán|0.66944003|0.47016925|0.70843613|0.47424707|0.65901679|0.64194608|0.61584073|0.7535674|0.69050217|0.65539312|0.49507409|0.69264746|0.6770255|0.57373673|0.53269911|0.40517753|0.61241186|0.35093459|0.47882003|0.60501337|0.60252321|0.55604368|0.61688685|0.53791749|0.67842841|0.76269507|0.62483716|0.59525073|0.92780465|0.51241469|0.60859728|0.696401|0.5946418|0.51988417|0.76595587|0.93584144|0.4239895|0.50239563|0.52651|0.23581886|0.58115542|0.4999131|0.71212405
Pakistán|0.89219606|0.28397217|0.5325129|0.76491743|0.48062634|0.43407565|0.53429794|0.36139452|0.57977605|0.47244263|0.29113126|0.43646693|0.57098782|0.53218484|0.33803922|0.44154236|0.49814636|0.96463788|0.48190504|0.34913266|0.46747386|0.62198555|0.40414536|0.6782769|0.42328036|0.5983789|0.65417492|0.51253408|0.51207179|0.36518991|0.44128233|0.76198637|0.46219438|0.48672646|0.78891307|0.47369874|0.35070148|0.73319489|0.81708503|0.28347975|0.82517624|0.57029116|0.67709279
Palaos|0.27043384|0.59779137|0.55921292|0.23395291|0.60276139|0.52056164|0.35093099|0.66672194|0.39166749|0.20284373|0.6045112|0.64796412|0.45377946|0.16451344|0.23729819|0.43842539|0.26953435|0.50456333|0.50037491|0.60223949|0.47060579|0.41872859|0.39874041|0.28760132|0.34114233|0.48555392|0.41125944|0.29838175|0.36528116|0.68272519|0.67443049|0.44876501|0.58056414|0.47733298|0.31460071|0.45255005|0.19710205|0.30400792|0.30811584|0.63293201|0.28380147|0.25193274|0.48718965
Palestina|0.33914989|0.34957296|0.55242479|0.30728906|0.40737754|0.41602939|0.26809901|0.44501683|0.43077537|0.48807698|0.45393139|0.54240865|0.53675187|0.45716602|0.28428313|0.23234662|0.39419693|0.94302917|0.36800629|0.32544509|0.435978|0.40082332|0.35978279|0.3682071|0.40217978|0.49142572|0.28790402|0.31343615|0.48893481|0.3243393|0.34092432|0.29613388|0.40558434|0.29705939|0.3674137|0.54513669|0.31512642|0.39297748|0.3936846|0.29733729|0.3462683|0.31479496|0.31815585
Paraguay|0.14367588|0.21750164|0.28473613|0.78054589|0.39028376|0.52947223|0.50313962|0.24424955|0.17420214|0.27885163|0.47842336|0.22070974|0.38788539|0.31950617|0.39922723|0.39458466|0.45762229|0.4191913|0.45738351|0.4006635|0.40389851|0.36987764|0.3537896|0.45339245|0.31220329|0.30157334|0.57564938|0.4678874|0.18581007|0.56835169|0.3448208|0.46687639|0.22000575|0.24702746|0.19844183|0.39549357|0.39724851|0.50817031|0.50969213|0.1715464|0.53448582|0.35451904|0.40288955
Países Bajos|1.0|0.88833827|0.95076543|0.8070879|0.97753948|0.99101955|0.94384706|1.0|0.80982941|1.0|0.94222569|0.96964884|0.98504877|0.81302166|1.0|0.88081837|0.83464271|0.87663418|0.90743852|0.94056296|0.88366508|0.99299502|1.0|0.88330436|1.0|0.97267103|0.9599998|0.89492041|0.94969654|0.97374427|0.98166913|0.93444335|0.98873353|0.84520221|1.0|0.92496037|0.91824722|0.93746698|0.8797121|0.76972055|0.9452014|1.0|0.90502715
Perú|0.67397743|0.39519048|0.54469407|0.79023981|0.56990921|0.61613274|0.67851698|0.58494782|0.53941226|0.30948147|0.53693956|0.58677101|0.46250588|0.28027371|0.68253863|0.6432935|0.64567399|0.48727658|0.53671026|0.45903003|0.59211636|0.66320843|0.57303512|0.62764966|0.52348924|0.27507353|0.64638412|0.43865985|0.61579216|0.62741792|0.58496088|0.70707589|0.55484974|0.53012854|0.72847545|0.57126486|0.68653482|0.70798826|0.75204217|0.50754082|0.68484914|0.63305473|0.68058801
Polonia|0.87448186|0.8713522|0.79307711|0.87093598|0.8089081|0.82366019|0.87125874|0.74144727|0.69717884|0.88130808|0.75691783|0.72554433|0.88537133|0.84655964|0.9604435|0.82907671|0.75411642|0.8285681|0.90466738|0.76138258|0.8708899|0.74204254|0.80099034|0.84431434|0.89529824|0.82281989|0.84587193|0.83047903|0.8041482|0.91851056|0.83938324|0.9827584|0.79207027|0.88257873|0.78543401|0.76657367|0.83074558|1.0|0.99698079|0.91305387|0.91320348|0.95203942|0.85144508
Portugal|0.71337163|0.91305315|0.78838277|0.70884961|0.74704957|0.8331573|0.79105973|0.8182193|0.84454989|0.87547195|0.62681532|0.93791294|0.77189612|0.77460897|0.70322376|0.76171529|0.73939645|0.62458122|0.83634514|0.86738515|0.84227461|0.81056482|0.72487986|0.7897644|0.84308016|0.75087988|0.77996635|0.69222116|0.85600394|0.77130091|0.72288978|0.82836002|0.77602351|0.79251695|0.90211087|0.89129007|0.85187209|0.76476443|0.88296753|0.79016221|0.84314013|0.81627166|0.77355099
Qatar|0.4472968|0.54483432|0.51169264|0.26373923|0.6245122|0.53978682|0.45675138|0.76354825|0.46569175|0.73481965|0.40970457|0.78128791|0.56636959|0.56950623|0.67802244|0.57766736|0.64223111|0.38004565|0.64239848|0.53797126|0.6400305|0.59607852|0.38705701|0.58300608|0.65407294|0.67425424|0.5696454|0.73240489|0.64488029|0.58844614|0.73169965|0.63347685|0.70430827|0.7536639|0.50692266|0.96922731|0.36360273|0.36539331|0.43296158|0.37535834|0.50182706|0.55063331|0.7161057
Reino Unido|0.8347255|0.85690737|0.96333468|0.72783542|0.92722213|0.90092903|0.82783294|0.84471291|0.78348434|0.80885601|0.87499398|0.84530264|0.97440934|0.75537503|0.79669881|0.63216484|0.75712478|0.73836571|0.81408483|0.94756538|0.73804462|0.92451489|0.88454223|0.89314902|0.95024049|0.94051766|0.87764502|0.72557628|0.8115589|0.92817962|0.91456592|0.85146594|0.93743145|0.68618202|0.81840849|0.70613956|0.93640065|0.81400919|0.85042346|0.78211409|0.76771307|0.83536303|0.80911958
República Centroafricana|0.10082001|0.23016012|0.16007565|0.065090053|0.069068931|0.1040455|0.076061971|0.22661576|0.18301371|0.1567634|0.11690205|0.2146247|0.13658503|0.096161924|0.067999132|0.3161709|0.060287099|0.21437114|0.076659434|0.15723778|0.11608492|0.1587494|0.085344389|0.23026857|0.14985323|0.12291307|0.15597986|0.15688242|0.1277602|0.095987067|0.11012757|0.081320196|0.077775858|0.1167296|0.082317643|0.21420267|0.068112865|0.063395619|0.067805693|0.14926603|0.058246806|0.10787769|0.17129646
República Checa|0.6299473|0.70834506|0.76029611|0.78457588|0.73664916|0.80388689|0.88493025|0.86632502|0.68660223|0.7637589|0.79231608|0.6893996|0.81304812|0.6710735|0.83808732|0.69165564|0.76009619|0.6715008|0.71179014|0.8514722|0.75227135|0.70813608|0.76212835|0.82164091|0.86580932|0.80370861|0.81584162|0.77849019|0.73297191|0.83290625|0.8131572|0.88976657|0.80760109|0.80912423|0.63778448|0.78085709|0.76107305|0.84747231|0.92955852|0.89184427|0.78351247|0.84305358|0.70574737
República Democratica del Congo|0.42372876|0.45940858|0.49240571|0.50382471|0.3817758|0.66797876|0.59746492|0.58888018|0.65245712|0.34401974|0.50789142|0.48952213|0.35492983|0.40521824|0.37196386|0.71509427|0.40920961|0.72128832|0.3885386|0.51859426|0.43137714|0.37859017|0.5855785|0.5241254|0.36373001|0.33905149|0.45937476|0.34456289|0.5193336|0.37350437|0.60171276|0.56720537|0.35582757|0.35686383|0.4421804|0.38868552|0.38914639|0.37464029|0.51980555|0.56815034|0.54607248|0.44715095|0.54459679
República Dominicana|0.59181571|0.64316463|0.56560385|0.598086|0.56140465|0.62930095|0.52022892|0.61594284|0.3178516|0.18132739|0.68585628|0.53348893|0.43550211|0.56164575|0.46496677|0.65649998|0.53751314|0.50128573|0.5935303|0.59465516|0.36673957|0.50599355|0.75817978|0.56257975|0.53309882|0.53649735|0.53688896|0.66216886|0.7301966|0.48611593|0.63910246|0.55835754|0.61734939|0.54453909|0.68239832|0.40254229|0.46187887|0.75267768|0.71242762|0.64785719|0.56339526|0.58140242|0.61503899
Ruanda|0.52713495|0.41018593|0.25995466|0.52116448|0.27827606|0.30072567|0.23922551|0.19616091|0.73413634|0.18478039|0.35667536|0.11519269|0.22570768|0.28683788|0.40405315|0.52342302|0.37008205|0.36147782|0.30146307|0.22453097|0.24034166|0.40462077|0.36676913|0.39153689|0.17847881|0.2280347|0.41691995|0.17970577|0.31913856|0.27218306|0.36161065|0.37164244|0.25638133|0.3702563|0.37279701|0.17365436|0.37021822|0.40312478|0.30456561|0.15630907|0.23737404|0.32364145|0.20137079
Rumania|0.72878683|0.84099549|0.94431758|0.97088462|0.89518273|0.91319191|0.89623523|0.97675335|0.97399426|0.95520586|0.87779361|0.80928719|0.94270408|0.83818185|0.8853724|0.83624268|0.89232069|0.97557408|0.88706177|0.97259116|0.95134848|0.82505834|0.908068|0.90674162|0.91559994|0.90061027|0.91283154|0.74261367|0.97972|0.88496208|0.95806617|0.96067035|0.81644112|0.30760652|0.83291155|0.81181848|0.80624986|0.91815376|0.97625673|1.0|0.85788524|0.9264735|0.83621275
Rusia|0.46743527|0.51499629|0.5946871|0.26738709|0.68626684|0.68420297|0.78503537|0.60121423|0.26591149|0.58699477|0.72518623|0.60043335|0.80189377|0.70391607|0.73095608|0.41811818|0.66805995|0.40744552|0.67803782|0.44825307|0.72015321|0.78217947|0.59654987|0.71387732|0.80523241|0.73646379|0.67367715|0.61047173|0.58729219|0.68623555|0.68589139|0.7271831|0.40936285|0.63765168|0.41629738|0.54858756|0.71371591|0.53584087|0.71632433|0.41508973|0.71230018|0.70498639|0.65710723
San Cristóbal Y Nieves|0.3595221|0.51143032|0.44315055|0.2996569|0.42395431|0.43709546|0.32032096|0.67725909|0.51187938|0.43860304|0.54157913|0.46251416|0.3039518|0.16854545|0.34532657|0.51482463|0.3980481|0.53412938|0.42376596|0.54688406|0.26658213|0.32590741|0.47846022|0.30864218|0.54813993|0.38613731|0.43039766|0.59116608|0.50677013|0.45247591|0.50569826|0.34318471|0.54586047|0.50003755|0.24120665|0.56078935|0.32745317|0.32553339|0.300677|0.51936978|0.31598738|0.27063736|0.47852039
San Marino|0.18900736|0.2659238|0.19116475|0.20330289|0.21057537|0.21476063|0.19159171|0.21339644|0.25759232|0.28842425|0.22556296|0.27330878|0.23609087|0.26235938|0.21748611|0.2040119|0.20258391|0.86970019|0.25304171|0.24884555|0.22246954|0.2119481|0.16674012|0.19605318|0.28190798|0.23103866|0.19888195|0.23785326|0.2118935|0.22174659|0.20167358|0.19250095|0.2233285|0.26674315|0.20134293|0.26129401|0.23622057|0.20762041|0.20953557|0.24891946|0.21500957|0.21361724|0.22343349
Senegal|0.60199255|0.45663881|0.52101976|0.46685228|0.3518551|0.32716641|0.46538693|0.46806556|0.61412376|0.64730632|0.52577484|0.55099607|0.41498578|0.55170882|0.37721431|0.48296687|0.34759429|0.70128721|0.38436115|0.48548502|0.66199636|0.46220136|0.6630125|0.47779065|0.35130799|0.48854548|0.44694668|0.35372657|0.55547214|0.33482742|0.57797301|0.60048878|0.51607633|0.45900685|0.69236565|0.34599632|0.25306812|0.55613577|0.50618958|0.35932148|0.44798258|0.3976064|0.52520823
Serbia|0.414033|0.56517005|0.57244456|0.67426145|0.57384336|0.59467816|0.55321801|0.48603994|0.28843567|0.75974172|0.53350258|0.40091455|0.75304818|0.65224254|0.56947577|0.47717351|0.65190291|0.48217851|0.74259269|0.74070776|0.65885913|0.65266597|0.68753123|0.67078674|0.64413095|0.59339988|0.65007281|0.54756951|0.59445441|0.63487178|0.70964903|0.73361433|0.60344684|0.53712553|0.41968042|0.43903193|0.61194468|0.82851076|0.80198693|0.71124566|0.63161063|0.68613613|0.5645504
Seychelles|0.69163328|0.87781036|0.62478203|0.43992299|0.68181938|0.60781431|0.49042016|0.74926007|0.63260221|0.49159843|0.71296412|0.7182495|0.58495986|0.63184649|0.52444828|0.5744772|0.56829429|1.0|0.60583711|0.73572278|0.54411447|0.44869953|0.8048231|0.43875208|0.81919652|0.67831612|0.48518196|0.6856814|0.75761223|0.58521414|0.62298572|0.52493358|0.64863443|0.58661044|0.55396843|0.74094009|0.55292195|0.5775187|0.4552561|0.66498339|0.48299059|0.52921474|0.74125302
Sierra Leona|0.22522491|0.35944289|0.42717385|0.22369796|0.52856016|0.3925041|0.24752551|0.5523113|0.40121686|0.25158316|0.32682967|0.39430904|0.31333238|0.29300994|0.45254841|0.36159199|0.26292413|0.66786522|0.36521292|0.51247251|0.20687312|0.26737651|0.43331379|0.32188222|0.24951079|0.34818423|0.24162185|0.28549042|0.28376991|0.24400946|0.36880919|0.31878597|0.24641174|0.21611124|0.40440854|0.30309421|0.26750726|0.22385308|0.34598285|0.32202965|0.22834966|0.28355649|0.3038573
Singapur|0.94128454|0.86449158|0.81414407|0.58066452|0.96276915|0.95127368|0.79540217|0.98021615|0.9600004|0.75156683|0.96140552|0.88657069|0.87467027|0.7106387|0.78474796|0.78676188|0.87651777|0.91709572|0.92472875|0.91824675|0.77876681|0.90861434|0.88905048|0.75613379|0.83678246|0.86595809|1.0|0.94546032|0.98765004|0.80993873|0.88485533|0.97295171|0.76117229|1.0|0.7427845|0.93184197|0.91368139|0.71129656|0.84312117|0.90111542|0.90792066|0.76968169|0.99164301
Siria|0.35654125|0.13633788|0.47555476|0.15208276|0.22903568|0.13322841|0.13594292|0.41232091|0.47301182|0.47939938|0.13666713|0.092461929|0.23170465|0.47100985|0.10795685|0.11410666|0.090390183|0.023117423|0.066583164|0.26937839|0.25025716|0.17504781|0.13113062|0.094746888|0.12935726|0.30941737|0.12283517|0.057133161|0.26650739|0.13769399|0.14637116|0.12546003|0.1518708|0.096249454|0.19489197|0.084551692|0.10998392|0.23698461|0.26848903|0.061592363|0.18405366|0.18181248|0.075204991
