Subsector|Afganistán|Albania|Alemania|Andorra|Angola|Anguila|Antigua y Barbuda|Arabia Saudita|Argelia|Argentina|Armenia|Aruba|Australia|Austria|Azerbaiyán|Bahamas|Bahréin|Bangladesh|Barbados|Bielorrusia|Belice|Benín|Bermudas|Bhután|Bolivia|Bosnia|Botsuana|Brasil|Brunéi|Bulgaria|Burkina Faso|Burundi|Bélgica|Cabo Verde|Camboya|Camerún|Canadá|Caribe Nep|Chad|Chile|China|Chipre|Comoras|Congo|República Democratica del Congo|Corea, República Popular Democrática de|Corea del Sur|Costa Rica|Croacia|Cuba|Curaçao|Costa de Marfil|Dinamarca|Yibuti|Dominica|Ecuador|Egipto|El Salvador|Emiratos Árabes Unidos|Eritrea|Eslovaquia|Eslovenia|España|Estados Unidos Minor periferico Islas|Estados Unidos|Estonia|Eswatini|Etiopía|Fiyi|Filipinas|Finlandia|Francia|Gabón|Gambia|Georgia|Ghana|Granada|Grecia|Guatemala|Guinea|Guinea Ecuatorial|Guinea-Bisáu|Guyana|Haití|Honduras|Hong Kong|Hungría|India|Indonesia|Iraq|Irlanda|Irán|Islandia|Islas Caimanes|Islas Cocos (Keeling)|Islas Cook|Islas Marshall|Islas Salomon|Islas Wallis y Fortuna|Israel|Italia|Jamaica|Japón|Jordania|Kazajistán|Kenia|Kirguistán|Kiribati|Kuwait|Laos|Lesoto|Letonia|Liberia|Libia|Lituania|Luxemburgo|Líbano|Macao|República de Macedonia|Madagascar|Malasia|Malawi|Maldivas|Malta|Malí|Marruecos|Mauricio|Mauritania|Micronesia, Estados Federados de|Moldavia|Mongolia|Montenegro|Montserrat|Mozambique|Myanmar|México|Namibia|Nauru|Nepal|Nicaragua|Nigeria|Noruega|Nueva Zelanda|Níger|Omán|Pakistán|Palau|Palestina, Estado de|Panamá|Papua Nueva Guinea|Paraguay|Países Bajos|Perú|Polinesia Francesa|Polonia|Portugal|Qatar|Reino Unido|República Centroafricana|República Checa|República Dominicana|Siria|Ruanda|Rumania|Rusia|San Cristóbal Y Nieves|Samoa|San Martin (parte Holandesa)|San Pedro y Miquelón|San Vicente y las Granadinas|Santa Lucia|Santo Tome y Principe|Senegal|Serbia|Seychelles|Sierra Leona|Singapur|Somalia|Sri Lanka|Sudáfrica|Sudán|Suecia|Suiza|Surinam|Tailandia|Taiwán|Tanzania|Tayikistán|Timor-Leste|Togo|Tokelau|Tonga|Trinidad y Tobago|Turkmenistán|Turquía|Tuvalu|Túnez|Ucrania|Uganda|Uruguay|Uzbekistán|Vanuatu|Venezuela|Vietnam|Yemen|Zambia|Zimbabue
Papeles para imprenta|0.44859049|0.40576351|0.43948781|0.53668833|0.46680015|0.41176629|0.36345145|0.27002573|0.33261144|0.66449094|0.35628217|0.30541563|0.11635438|0.065260574|0.35302925|0.42456743|0.39097649|0.33374059|0.29672661|0.366947|0.33222979|0.46182445|0.38550368|0.84962189|0.56110615|0.38406956|0.44905007|0.43565148|0.49735183|0.3591803|0.46156797|0.47321075|0.11649805|0.46227056|0.46621197|0.42530543|0.48985112|0.81104541|0.49525681|0.42634788|0.55524421|0.33745059|0.56577331|0.54699165|0.42609498|0.28681874|0.69867861|0.53230762|0.36340836|0.4025057|0.34947601|0.51824707|0.34032786|0.44242209|0.37834311|0.67932636|0.23978204|0.63885355|0.21786623|0.77100289|0.46237117|0.67597389|0.40749359|0.47353718|0.53814387|0.37922516|0.45353705|0.4256478|0.41597489|0.32843292|0.077990651|0.45979947|0.47146979|0.53256726|0.78629041|0.32241341|0.39887196|0.29460195|0.56594038|0.45096576|0.42490399|0.47484058|0.28158396|0.7183212|0.41652605|0.46468705|0.36158082|0.2484929|0.65317214|0.42751303|0.31478745|0.52364498|0.35953966|0.36947572|0.81104541|0.87771761|0.81674182|0.47508588|0.82838643|0.23373474|0.51927745|0.71554172|0.19287896|0.38947624|0.29759413|0.34261072|0.52556932|0.86214077|0.289038|0.44080356|0.82868016|0.34001958|0.5320738|0.39440966|0.36448878|0.41876191|0.35850751|0.48208591|0.40748993|0.43349314|0.28607839|0.47171062|0.47536001|0.38125163|0.40165943|0.34619066|0.44172138|0.49024117|0.50404781|0.44548422|0.39599043|0.40313202|0.501652|0.34109595|0.37290996|0.69519126|0.41306427|0.74803483|0.3912693|0.47220418|0.45641863|0.17429683|0.25801313|0.4895027|0.31330618|0.40118945|0.78652811|0.51173651|0.5519774|0.4271102|0.64185238|0.61879575|0.61607707|0.43741441|0.23344634|0.24263206|0.33681554|0.15852985|0.60372114|0.25848022|0.34505641|0.52346772|0.45089272|0.25584805|0.21233368|0.35991412|0.5092811|0.81104541|0.80806226|0.41308659|0.39075735|0.49249724|0.34743881|0.3299281|0.45799932|0.45086896|0.2313714|0.44966131|0.37026301|0.74094564|0.44280422|0.27273911|0.19462781|0.6169973|0.46122232|0.23908362|0.37085629|0.50439167|0.45206344|0.513138|0.81104541|0.49914369|0.51927388|0.45620587|0.5764817|0.84199476|0.2970739|0.31476891|0.36349359|0.6752255|0.55193424|0.49143562|0.59369695|0.24102055|0.41030684|0.4928692|0.45633575
Papeles suaves|0.56734639|0.54642093|0.21555187|0.53668833|0.57768643|0.56309563|0.48818648|0.35542277|0.37671819|0.56452531|0.57629561|0.4460932|0.32470962|0.40122962|0.47313032|0.34634674|0.50258011|0.42119393|0.38386256|0.49161705|0.44379294|0.56951195|0.47136083|0.95754027|0.37844414|0.59323519|0.56381828|0.34309125|0.60423934|0.482016|0.58778763|0.55898178|0.37399691|0.52634382|0.55433077|0.51016772|0.22421493|0.81104541|0.64274806|0.19603023|0.67366374|0.45482355|0.62716269|0.718889|0.56194699|0.49991405|0.25483373|0.47874784|0.48617038|0.34657583|0.288634|0.39789325|0.48160642|0.54028195|0.52466285|0.6107375|0.29939264|0.52202606|0.30262104|1.0|0.58359981|0.50084913|0.21993607|0.47353718|0.19681633|0.51814497|0.57330132|0.53765547|0.53831095|0.40334833|0.50524646|0.38580632|0.51737469|0.64473712|0.57908571|0.47390449|0.51849443|0.41877061|0.56927443|0.58264315|0.52317101|0.57107687|0.37515157|0.36264315|0.27755556|0.58478779|0.46471956|0.36546463|0.35390553|0.42751303|0.4346199|0.54826295|0.489371|0.29222193|0.81104541|1.0|0.81674182|0.59502262|0.73340476|0.34031001|0.63222647|0.32991427|0.39894798|0.37593159|0.49786657|0.49006784|0.6404388|0.98387933|0.38949746|0.58336389|0.97021461|0.46762201|0.63569111|0.51467484|0.49021497|0.55166042|0.38291046|0.57819587|0.57460713|0.54402304|0.44752389|0.64202106|0.58362186|0.49401951|0.50327653|0.47358993|0.56988043|0.57722527|0.62949312|0.51444769|0.51311028|0.56338429|0.68815887|0.53012866|0.51754266|0.65690482|0.5293054|0.97833335|0.48712695|0.28302747|0.45641863|0.42593545|0.42075568|0.58241695|0.40952873|0.46953374|0.97611821|0.57807326|0.59899783|0.54887384|0.2892797|0.20582923|0.25358307|0.58287436|0.35674298|0.35867572|0.41530269|0.53330004|0.73861068|0.39621538|0.49135372|0.62231922|0.57141709|0.3845737|0.32749236|0.53765833|0.60010397|0.81104541|0.94329011|0.54972827|0.47655961|0.55380023|0.49756366|0.52316606|0.56343222|0.54750639|0.33779207|0.44966131|0.45541051|0.60868722|0.44280422|0.3868039|0.30653763|0.42433041|0.63455153|0.25106645|0.53740507|0.62273169|0.58872038|0.58027744|0.81104541|0.57009715|0.25546575|0.45620587|0.31254834|0.742558|0.46579349|0.50251579|0.50541961|0.34512186|0.38183939|0.59845805|0.33453557|0.36247388|0.57313102|0.5714249|0.5374887
Partes de otros medios de transporte|0.52695185|0.51273191|0.47372681|0.25880802|0.56215972|0.16633269|0.48818648|0.35542277|0.51007599|0.29633117|0.55644375|0.21670631|0.29351848|0.39623937|0.55693948|0.70094919|0.50258011|0.55293226|0.62273192|0.54310256|0.44379294|0.58105296|0.47136083|0.98590934|0.4363662|0.58010077|0.57495654|0.20315084|0.60423934|0.38879204|0.59862792|0.20111202|0.32887602|0.51007032|0.45256972|0.49023047|0.51471007|0.4371998|0.63256609|0.26365235|0.26233059|0.45482355|0.23736867|0.70913517|0.57796091|0.25512695|0.33614653|0.37353778|0.48617038|0.28640512|0.089319557|0.68751442|0.38423717|0.54028195|0.19813076|0.4683654|0.4497855|0.20997098|0.30262104|0.6119616|0.58359981|0.41561779|0.78230143|0.25698486|0.36142838|0.51814497|0.5834195|0.52804482|0.49989375|0.44760451|0.40858093|0.45377105|0.50412792|0.65698087|0.57908571|0.48819238|0.51849443|0.41877061|0.437877|0.59493524|0.17698471|0.26030499|0.37515157|0.34638563|0.30511123|0.30627739|0.46471956|0.3800714|0.32307172|0.20738316|0.4346199|0.54078692|0.489371|0.46522892|0.4371998|0.51827818|0.45682716|0.59502262|0.57942307|0.35728276|0.69840348|0.32991427|0.30493799|0.38706672|0.47432545|0.49006784|0.68628377|0.38130063|0.38949746|0.58336389|0.41024327|0.46762201|0.27229264|0.51467484|0.49021497|0.55166042|0.4490751|0.23314133|0.54501855|0.54402304|0.43913883|0.66163194|0.48019606|0.49401951|0.19672503|0.53431892|0.56988043|0.23276572|0.18657991|0.5754258|0.16560765|0.52024144|0.23251739|0.51444751|0.54273498|0.31101561|0.54104888|0.55381083|0.52411133|0.26732564|0.23321217|0.42593545|0.28064126|0.59300768|0.40952873|0.53277159|0.40281039|0.24797273|0.36022067|0.54887384|0.25090131|0.24593146|0.29953283|0.56585127|0.35674298|0.35867572|0.41530269|0.25195041|0.37479365|0.39621538|0.17481318|0.57059866|0.57141709|0.3845737|0.37540525|0.50684226|0.21433172|0.4371998|0.51614791|0.54972827|0.47655961|0.55380023|0.51420981|0.51704818|0.56343222|0.17364165|0.33779207|0.1920103|0.50126028|0.39035878|0.20085341|0.3868039|0.30653763|0.42433041|0.37385562|0.36716074|0.53740507|0.62273169|0.23074731|0.22056332|0.4371998|0.25628918|0.31536597|0.20440304|0.37958181|0.40626025|0.48439625|0.47178388|0.50541961|0.34512186|0.62541586|0.59845805|0.44978744|0.35532165|0.57313102|0.56903148|0.55896515
Partes de otros medios de transporte de vehículos|0.11046382|0.10444053|0.28892139|0.22603297|0.42366892|0.13290341|0.48818648|0.35542277|0.51864779|0.32181683|0.1069337|0.21670631|0.34375018|0.45903453|0.56758946|0.46190673|0.11972164|0.090635031|0.047201119|0.44664639|0.44379294|0.074961737|0.47136083|0.36923134|0.26941833|0.10543209|0.10982338|0.28531814|0.16573283|0.482016|0.10733445|0.55898178|0.37399691|0.47271457|0.55433077|0.51016772|0.28166902|0.39010093|0.14497222|0.21545267|0.29436406|0.45482355|0.59704548|0.70509523|0.59490502|0.21657982|0.37344629|0.24014002|0.48617038|0.29504067|0.0717282|0.40677729|0.48160642|0.54028195|0.10701641|0.20265812|0.46428838|0.25360948|0.30262104|0.40412679|0.58359981|0.50084913|0.25184509|0.22450289|0.20377202|0.51814497|0.60381663|0.52804482|0.47658208|0.10974821|0.50524646|0.29173985|0.071810499|0.65331358|0.57908571|0.50607753|0.10093871|0.41877061|0.22074273|0.59125364|0.058945067|0.11520286|0.37515157|0.046928901|0.057213746|0.054552272|0.46471956|0.42797098|0.27873069|0.18010335|0.4346199|0.11166465|0.489371|0.078785911|0.39010093|0.32197297|0.41069648|0.14138216|0.37607571|0.37622523|0.33078146|0.32991427|0.36859244|0.06354937|0.3736161|0.49006784|0.15033956|0.33963165|0.38949746|0.10678545|1.0|0.46762201|0.14739177|0.098876178|0.49021497|0.55166042|0.4490751|0.12118497|0.094792098|0.54402304|0.13048851|0.52583385|0.43782064|0.066612139|0.11799587|0.41610473|0.56988043|0.11564478|0.1439656|0.46485311|0.08790835|0.083675921|0.20260297|0.49058646|0.090257481|0.082372852|0.56569183|0.34686321|0.068150878|0.058528394|0.19730502|0.42593545|0.35668844|0.58948284|0.054143101|0.3788223|0.35573602|0.13291264|0.11257081|0.54887384|0.045788467|0.30736738|0.18326488|0.49100664|0.35674298|0.35867572|0.41530269|0.25195041|0.18956631|0.39621538|0.21186462|0.11483248|0.10623161|0.3845737|0.27668065|0.087761343|0.12173447|0.39010093|0.32035974|0.1067065|0.069676973|0.55380023|0.50945765|0.42484239|0.10302825|0.05950366|0.33779207|0.16165534|0.45541051|0.41975155|0.17217216|0.3868039|0.30653763|0.42433041|0.35002005|0.26739866|0.53740507|0.12917221|0.12199059|0.59101492|0.39010093|0.11879136|0.041197509|0.17476366|0.44169456|0.35472015|0.39263162|0.45059294|0.50541961|0.078154974|0.59457278|0.12048835|0.057403311|0.24589434|0.10558338|0.58914936|0.56611526
Partes y accesorios de motocicletas|0.21537703|0.098992988|0.11413416|0.16194001|0.21130416|0.094897047|0.11083074|0.12680571|0.12674356|0.52647638|0.17224693|0.56721205|0.48834914|0.66260791|0.16454677|0.17249924|0.19044963|0.17835507|0.72934628|0.17156497|0.13982537|0.1416603|0.1757586|0.4023242|0.4466992|0.19626856|0.18801096|0.31389457|0.24354586|0.18924046|0.20735508|0.14327596|0.089650661|0.12823921|0.060308941|0.14033559|0.21451098|0.29646245|0.23080656|0.39479932|0.49126941|0.12629871|0.11807841|0.26217631|0.20708653|0.14850022|0.082954422|0.59285575|0.039289124|0.13739555|0.2392721|0.12895036|0.054812014|0.19663617|0.16468656|0.56745893|0.180508|0.44034588|0.03413241|0.37626061|0.1390757|0.045611545|0.12358443|0.077387139|0.16089419|0.19095474|0.17169683|0.15609868|0.10457349|0.041688807|0.18479301|0.15704605|0.091586187|0.19656658|0.20729944|0.13289747|0.16076683|0.56369632|0.53610981|0.20437603|0.042453349|0.098471247|0.11227772|0.41228753|0.65079427|0.4328078|0.075279623|0.44546866|0.096996084|0.12512156|0.14279485|0.18874216|0.15381083|0.037829906|0.29646245|0.27894264|0.31933507|0.13024408|0.33767155|0.089445584|0.022603218|0.10664716|0.57815289|0.12272793|0.1036708|0.14400607|0.19073206|0.28203884|0.14276376|0.17899577|0.42970285|0.13916957|0.19370991|0.15689877|0.18281192|0.089591421|0.1103937|0.17346898|0.17887002|0.19741982|0.0|0.17169824|0.18531933|0.13945431|0.078590617|0.1926131|0.21919835|0.17942697|0.1157046|0.19925337|0.17521186|0.12323502|0.14447375|0.11415868|0.042982891|0.40071535|0.14885768|0.30631194|0.15447122|0.52425766|0.14128721|0.15784279|0.10696313|0.23567575|0.12866461|0.11671622|0.30287486|0.10895446|0.13078552|0.18130238|0.63502222|0.33577302|0.28065616|0.16734989|0.088592835|0.096260004|0.12391898|0.077970594|0.17650731|0.10043716|0.56164187|0.22249186|0.20846581|0.53405857|0.08743614|0.063315772|0.11928976|0.29646245|0.30655709|0.16275692|0.085487746|0.18394625|0.12038502|0.10880682|0.20081857|0.063058242|0.096019186|0.10488209|0.13007754|0.091994755|0.10667983|0.095789239|0.082048245|0.088238597|0.47564235|0.48457038|0.13040785|0.18078135|0.19042128|0.14516479|0.29646245|0.091936573|0.33242193|0.11392808|0.51521295|0.30971223|0.13188083|0.15182392|0.13456431|0.43299043|0.20033684|0.17542249|0.32998428|0.029146586|0.19793138|0.16104501|0.17249748
Partes y accesorios de vehículos|0.2346433|0.082559235|0.42816442|0.17868549|0.22369173|0.12322128|0.19400164|0.48380637|0.15153749|0.39659253|0.068174273|0.49638063|0.60915858|0.57661831|0.19787571|0.59176034|0.21594131|0.20278077|0.1386953|0.054602295|0.15957351|0.22950152|0.1924367|0.55437648|0.49877942|0.064714238|0.19426617|0.41981632|0.26954177|0.057938807|0.23162973|0.16756795|0.63541782|0.17543384|0.22750168|0.15289323|0.25136244|0.32144812|0.23861217|0.4393546|0.52651417|0.14198244|0.16497073|0.29550481|0.22219607|0.030777194|0.49088481|0.45431876|0.030109566|0.4538824|0.46332619|0.52894366|0.075869292|0.25383151|0.19574594|0.75468075|0.087469384|0.42719284|0.45928973|0.53171164|0.095235877|0.68475902|0.32928848|0.082787208|0.40735137|0.065401234|0.18068126|0.17054081|0.15081719|0.56454206|0.0|0.40402311|0.046659358|0.27286577|0.23613699|0.15229911|0.19520518|0.033993803|0.66414589|0.22213|0.19901642|0.25792253|0.60067546|0.70617026|0.70855433|0.35252002|0.63176733|0.33798239|0.35099781|0.14108767|0.056009024|0.2190436|0.05501435|0.15118216|0.32144812|0.42938811|0.34379008|0.23670892|0.36936238|0.078929245|0.38773823|0.14663991|0.47090042|0.55379879|0.12726837|0.033712391|0.28353059|0.39565784|0.15794769|0.0608651|0.44143987|0.036289971|0.27480602|0.15950394|0.089582548|0.084804229|0.16178635|0.073934689|0.0547782|0.68396646|0.53521383|0.026246194|0.15742341|0.037069831|0.21503955|0.016637394|0.10705014|0.096149184|0.15431251|0.23691511|0.20361929|0.17552161|0.20833319|0.13567844|0.20554999|0.34805119|0.16163343|0.40531337|0.17348382|0.4935506|0.1584731|0.047895677|0.62532949|0.088283546|0.14559731|0.10298907|0.36712849|0.30187267|0.57190663|0.20757475|0.13344385|0.42427742|0.4846127|0.2093924|0.48442|0.11381885|0.14185761|0.52211893|0.23972973|0.65298784|0.52128679|0.25955516|0.18342684|0.61575073|0.098353863|0.15754274|0.24892923|0.32144812|0.45600799|0.23141037|0.1417606|0.26453984|0.13962467|0.13313648|0.23306988|0.14957744|0.67500478|0.12184563|0.1068024|0.098555431|0.14747232|0.65371931|0.59848499|0.71498251|0.1144239|0.11576959|0.15521634|0.23718137|0.19556645|0.26145306|0.32144812|0.24664903|0.50898242|0.13322832|0.3993693|0.044172723|0.14179769|0.044250265|0.15421394|0.48105252|0.21477793|0.20811051|0.84175491|0.47049752|0.2221069|0.17531154|0.21756588
Pastas para moldear y demás preparaciones para odontología|0.5912081|0.50562525|0.22127618|0.55346811|0.51755023|0.58369946|0.48818648|0.35542277|0.45556071|0.59139419|0.55644375|0.21670631|0.26948702|0.412687|0.47313032|0.34634674|0.50258011|0.42119393|0.38386256|0.54310256|0.44379294|0.51243496|0.47136083|0.90313548|0.61032796|0.55574042|0.52147609|0.23812196|0.60423934|0.482016|0.5156548|0.55898178|0.32887602|0.51007032|0.38364172|0.45423228|0.25837487|0.83236432|0.40917823|0.59173858|0.2808094|0.45482355|0.62716269|0.69697332|0.47775775|0.51342815|0.30073667|0.36370361|0.48617038|0.69037867|0.18652049|0.32172036|0.48160642|0.54028195|0.51495826|0.52706563|0.46428838|0.33398744|0.30262104|0.7664119|0.58359981|0.50084913|0.6288237|0.48826396|0.26992404|0.51814497|0.53417182|0.50871289|0.53831095|0.47231358|0.50524646|0.26968709|0.48101109|0.4012816|0.57908571|0.38043928|0.51849443|0.41877061|0.39561331|0.51679921|0.29256102|0.36561221|0.37515157|0.3301281|0.24623621|0.29522187|0.46471956|0.35437697|0.5339058|0.44079515|0.4346199|0.59418559|0.489371|0.46522892|0.83236432|1.0|0.83766353|0.59502262|0.74281824|0.429501|0.22728232|0.32991427|0.33255693|0.4753865|0.47432545|0.49006784|0.68628377|0.74083596|0.38949746|0.51976115|0.91757947|0.46762201|0.59934688|0.51467484|0.49021497|0.55166042|0.4490751|0.57819587|0.55579698|0.5164957|0.37553731|0.52583385|0.58362186|0.49401951|0.43804783|0.39840102|0.56988043|0.32634461|0.4323903|0.56114101|0.51311028|0.56338429|0.51326674|0.37949586|0.53553575|0.51706731|0.48792517|0.73176283|0.48712695|0.30619135|0.47273597|0.42593545|0.42075568|0.31907511|0.40952873|0.55622882|0.71960199|0.61992019|0.52017784|0.54887384|0.49168894|0.22537801|0.39591223|0.49100664|0.35674298|0.35867572|0.41530269|0.25195041|0.52684522|0.39621538|0.28296021|0.57801527|0.57141709|0.3845737|0.37540525|0.32551792|0.54614174|0.83236432|0.94329011|0.54972827|0.47655961|0.34166318|0.3994453|0.48719761|0.56343222|0.50811535|0.33779207|0.4650341|0.54343224|0.32940191|0.45726502|0.3868039|0.30653763|0.42433041|0.40387607|0.39337036|0.53740507|0.62273169|0.58872038|0.54549146|0.83236432|0.57009715|0.73370469|0.47172251|0.46945292|1.0|0.51512933|0.42213142|0.50541961|0.54300946|0.38183939|0.57647055|0.27835986|0.38666469|0.53843182|0.54637879|0.5374887
Peletería (cuero manufacturas de cuero)|0.30924508|0.29098079|0.63086331|0.4959617|0.2386162|0.36977282|0.22862542|0.2065846|0.18144511|0.1872288|0.27411473|0.098204367|0.67653859|0.28054324|0.2244164|0.22404864|0.25886533|0.26939127|0.16453081|0.32773846|0.18341649|0.25810272|0.22899613|0.61252236|0.11565614|0.30274183|0.27160254|0.81407368|0.30861425|0.27835676|0.2656067|0.29519638|0.68158829|0.24745929|0.12362444|0.21848792|0.50909173|0.75625801|0.37463254|0.18952975|0.8060751|0.20895982|0.36442196|0.32904819|0.24300577|0.46536547|0.57669055|0.31413513|0.27167577|0.15938881|0.16347438|0.1633257|0.20470598|0.27112621|0.29403412|0.27490249|0.23498961|0.29000375|0.18409194|0.71249282|0.34775138|0.30002668|0.68629527|0.4332647|0.58193064|0.33449611|0.23402828|0.19696216|0.27476907|0.28808373|0.61801392|0.50481504|0.22877684|0.36285621|0.30701885|0.2048672|0.27660888|0.25534737|0.34553263|0.26212239|0.25182214|0.32434264|0.18974897|0.47413701|0.5163269|0.7980113|0.2889604|0.69119817|0.49533945|0.39464104|0.21992919|0.27229553|0.27329952|0.27466777|0.75625801|0.65384924|0.76624334|0.33540124|0.68302572|0.76121581|0.48923549|0.1687784|0.20017278|0.19211046|0.19600849|0.23203662|0.45101237|0.68337619|0.21260035|0.22515756|0.51881826|0.22442895|0.32634819|0.22141942|0.16478294|0.29533821|0.2299774|0.39219621|0.2789591|0.25750995|0.30615452|0.21955515|0.26452684|0.25970918|0.24387357|0.28544879|0.29808876|0.30496058|0.38787699|0.36233056|0.27048713|0.23425476|0.45374218|0.16936952|0.24613667|0.34457135|0.25792468|0.66267097|0.21007037|0.15254235|0.42011416|0.25918806|0.72611332|0.28228477|0.18164667|0.34509069|0.67170388|0.32630283|0.29293263|0.22690299|0.15920737|0.78446621|0.20538628|0.26281965|0.19000965|0.55191517|0.17655763|0.68388247|0.47787806|0.20960538|0.16804683|0.30416|0.27808368|0.20446974|0.17183021|0.30798793|0.28609079|0.75625801|0.61431831|0.27296379|0.22748083|0.29345411|0.17403051|0.24248751|0.24055395|0.23330554|0.50368166|0.41050315|0.17350984|0.70127314|0.40835661|0.86504877|0.4432345|0.21840201|0.60469925|0.17211926|0.20286369|0.28244391|0.30568999|0.29028898|0.75625801|0.34068081|0.14901941|0.41881043|0.79990077|0.70800143|0.19983013|0.26860881|0.17393993|0.22027123|0.29529101|0.3430506|0.2393373|0.52335471|0.24660361|0.22506598|0.2487748
Pescados y subproductos de pescado secos, salados, ahumados|0.210298|0.18078977|0.66903406|0.39873889|0.21637526|0.28489026|0.18929458|0.13619524|0.12940891|0.15224522|0.16449091|0.32170489|0.1260259|0.23615919|0.17171356|0.18102947|0.19408503|0.22261837|0.15209737|0.22037183|0.12067093|0.17798014|0.19485289|0.51397729|0.10752651|0.19872753|0.1708287|0.14442754|0.23200279|0.21326835|0.19757307|0.19404677|0.15201928|0.15430097|0.20302314|0.18414752|0.45899808|0.63064206|0.33393887|0.074380577|0.77126235|0.15621433|0.23489012|0.24497226|0.20463252|0.38593128|0.16347481|0.10334492|0.20533124|0.1246524|0.12996033|0.14983356|0.21980701|0.2164188|0.21800947|0.12110542|0.22505003|0.10181633|0.14141938|0.62438095|0.99190414|0.20647728|0.092621028|0.3614589|0.14653097|0.23869422|0.14974748|0.14864136|0.16030483|0.19759645|0.2315174|0.1303466|0.14603055|0.29313025|0.19420552|0.16724183|0.17824845|0.17158034|0.091833994|0.19650751|0.16542225|0.24372864|0.13515691|0.12779328|0.1161947|0.76788747|0.18771195|0.16025952|0.42802006|0.32092607|0.17341146|0.22642747|0.20152582|0.17347288|0.63064206|0.51489741|0.64418697|0.2824254|0.54100597|0.17585452|0.7181567|0.056562215|0.16213091|0.13049924|0.15803732|0.17726913|0.24869937|0.53047746|0.15300483|0.17635961|0.39971542|0.19719896|0.25978228|0.1743432|0.22828214|0.25308013|0.13966256|0.27411711|0.19526395|0.25225019|0.24848734|0.15499228|0.18773377|0.18065935|0.1867784|0.20687161|0.25933403|0.22293459|0.3231594|0.20163806|0.17756096|0.14251813|0.37062097|0.1429276|0.18680416|0.12001927|0.15452819|0.53353846|0.18555629|0.12062594|0.35143822|0.053696997|0.59114963|0.26930052|0.16244356|0.26634037|0.59572101|0.22125611|0.20049959|0.19567645|0.095513418|0.12369428|0.061722331|0.19033757|0.11854115|0.12990694|0.13162765|0.67720389|0.415865|0.12948647|0.066324487|0.19798297|0.19117913|0.11939768|0.1199573|0.2011797|0.23161568|0.63064206|0.47961503|0.22640052|0.15662861|0.2253612|0.16890863|0.13795285|0.19589576|0.16620801|0.10972217|0.32642081|0.16845113|0.14170662|0.3127256|0.13148212|0.10534467|0.1603829|0.13119164|0.13399379|0.17779669|0.19377512|0.21325886|0.20611212|0.63064206|0.25868967|0.12122637|0.33382404|0.22033921|0.55930138|0.13930807|0.17877918|0.14183241|0.13672841|0.19050574|0.24756993|0.11042682|0.20815921|0.20275827|0.17059466|0.16284639
Pieles de babilla|0.36820823|0.36932474|0.64749497|0.68099767|0.32750368|0.50682062|0.32744691|0.25149792|0.26477939|0.61601782|0.29765064|0.15437162|0.19722633|0.26686877|0.27142614|0.34634674|0.30321643|0.29213673|0.2319425|0.26924416|0.28000695|0.38304815|0.34910989|0.86779034|0.16728036|0.28368402|0.42186722|0.19561502|0.37632579|0.2618894|0.38181615|0.40286264|0.17479724|0.35706368|0.44176424|0.29053378|0.16140968|1.0|0.60711133|0.11627049|0.24139585|0.21950707|0.49274296|0.56719577|0.34192407|0.6085133|0.6488533|0.13346602|0.24683058|0.22229317|0.26054788|0.23350371|0.30797845|0.4265627|0.41311443|0.11212391|0.28207362|0.13602558|0.1961637|0.92131728|0.34442964|0.27989668|0.75899649|0.60374469|0.11496839|0.27565107|0.3301799|0.29180694|0.31815949|0.24450031|0.35485953|0.44828093|0.35330865|0.49953181|0.32307547|0.24492708|0.35505855|0.21142054|0.10411859|0.37872031|0.39099297|0.4678351|0.25917101|0.22091109|0.1681782|0.15128818|0.24566895|0.3303228|0.59652346|0.55330414|0.21727082|0.39094308|0.24444559|0.37813148|1.0|0.80987614|1.0|0.46644518|0.88731813|0.21428207|0.49535826|0.21101204|0.72883803|0.25747168|0.20094734|0.33503866|0.42334315|0.90470821|0.27136981|0.31126189|0.6563437|0.23202111|0.48681396|0.31470838|0.26821217|0.29252383|0.24870765|0.43599772|0.28601664|0.33497918|0.38592604|0.47590631|0.35731393|0.25722581|0.40644169|0.27825364|0.32801956|0.44266084|0.54969001|0.3383953|0.30502015|0.27418843|0.64737761|0.32937145|0.27535975|0.66678095|0.28851497|0.89849359|0.27364674|0.19159289|0.57738245|0.27555171|0.17372057|0.40987018|0.22145411|0.32136184|0.84728444|0.46760327|0.33966506|0.40814099|0.18115075|0.18452275|0.093835711|0.35634318|0.14448115|0.15775187|0.23660438|0.13965848|0.6606006|0.16227123|0.1081534|0.41866732|0.4036867|0.15492165|0.14120889|0.4045957|0.42721382|1.0|0.83243847|0.39259541|0.35105047|0.4350113|0.24842279|0.19885781|0.344331|0.40701678|0.79710627|0.58572447|0.22357148|0.23378903|0.580244|0.16472235|0.16989087|0.31108433|0.66934955|0.16168854|0.27681822|0.38599098|0.44712344|0.41958678|1.0|0.47395295|0.18461251|0.58926654|0.26657435|0.91554445|0.24032225|0.23251498|0.26526684|0.20188355|0.48303372|0.4586677|0.20261221|0.34528619|0.35396439|0.38271493|0.46131438
